index,corn,rice
6134,0,1
6135,0,2
6136,0,1
6137,0,1
6138,1,2
6139,0,1
6140,0,1
6141,0,2
6142,1,2
6143,0,1
6144,1,3
6145,0,2
6146,1,3
6147,1,2
6148,0,1
6149,0,0
6150,0,1
6151,0,2
6152,0,2
6153,0,1
6154,1,4
6155,0,1
6156,0,1
6157,0,1
6158,0,2
6159,0,2
6160,0,1
6161,0,2
6162,0,1
6163,0,2
6164,0,2
6165,1,1
6166,1,2
6167,0,2
6168,0,1
6169,0,0
6170,1,3
6171,1,3
6172,0,0
6173,0,2
6174,1,1
6175,0,1
6176,1,2
6177,0,1
6178,0,2
6179,0,0
6180,0,2
6181,1,3
6182,0,0
6183,1,2
6184,0,2
6185,0,1
6186,0,2
6187,0,1
6188,0,2
6189,0,0
6190,1,2
6191,0,2
6192,0,1
6193,0,1
6194,0,1
6195,0,2
6196,1,3
6197,1,2
6198,0,1
6199,1,4
6200,1,2
6201,0,1
6202,1,1
6203,0,1
6204,0,1
6205,0,2
6206,0,1
6207,0,1
6208,0,1
6209,0,1
6210,0,1
6211,0,3
6212,0,2
6213,0,2
6214,0,2
6215,1,2
6216,0,1
6217,0,1
6218,1,3
6219,1,4
6220,0,2
6221,0,2
6222,0,1
6223,1,2
6224,0,2
6225,0,1
6226,0,2
6227,0,2
6228,1,1
6229,1,3
6230,0,2
6231,0,1
6232,1,4
6233,1,3
6234,0,1
6235,0,1
6236,0,1
6237,0,1
6238,0,2
6239,1,3
6240,0,2
6241,0,1
6242,1,2
6243,0,2
6244,0,1
6245,0,2
6246,1,3
6247,0,1
6248,0,1
6249,0,1
6250,1,2
6251,0,1
6252,0,3
6253,0,1
6254,0,1
6255,1,3
6256,0,2
6257,1,3
6258,0,2
6259,0,3
6260,0,2
6261,1,2
6262,0,1
6263,1,4
6264,0,2
6265,1,2
6266,1,4
6267,1,3
6268,0,1
6269,0,1
6270,0,1
6271,1,2
6272,0,1
6273,0,2
6274,0,1
6275,1,3
6276,0,1
6277,0,1
6278,0,1
6279,0,1
6280,0,3
6281,1,3
6282,0,2
6283,0,1
6284,1,3
6285,0,2
6286,0,1
6287,0,1
6288,0,1
6289,0,0
6290,0,1
6291,0,1
6292,0,2
6293,1,3
6294,0,3
6295,0,1
6296,0,2
6297,0,3
6298,0,1
6299,1,3
6300,0,1
6301,0,2
6302,0,2
6303,0,2
6304,1,4
6305,0,2
6306,0,2
6307,0,1
6308,0,1
6309,0,1
6310,0,1
6311,0,1
6312,0,2
6313,0,1
6314,0,1
6315,0,1
6316,0,2
6317,1,3
6318,0,1
6319,0,2
6320,0,1
6321,0,2
6322,0,2
6323,0,2
6324,0,2
6325,1,2
6326,0,1
6327,0,1
6328,0,1
6329,0,1
6330,1,3
6331,1,4
6332,1,4
6333,0,1
6334,1,4
6335,0,1
6336,1,2
6337,1,2
6338,1,4
6339,0,1
6340,1,3
6341,0,2
6342,0,1
6343,0,3
6344,0,3
6345,0,2
6346,1,3
6347,1,1
6348,1,2
6349,0,1
6350,1,1
6351,0,1
6352,1,2
6353,0,3
6354,0,2
6355,0,2
6356,0,0
6357,0,2
6358,0,2
6359,0,2
6360,0,3
6361,0,2
6362,1,3
6363,0,1
6364,0,2
6365,0,1
6366,1,2
6367,0,1
6368,1,3
6369,1,3
6370,0,1
6371,0,2
6372,0,2
6373,0,1
6374,0,2
6375,0,1
6376,0,2
6377,1,2
6378,0,2
6379,0,1
6380,0,1
6381,0,2
6382,0,2
6383,0,1
6384,0,2
6385,0,3
6386,0,1
6387,0,2
6388,0,2
6389,0,2
6390,0,1
6391,1,3
6392,1,3
6393,0,0
6394,0,1
6395,1,3
6396,0,1
6397,0,1
6398,1,3
6399,0,1
6400,1,4
6401,0,2
6402,0,1
6403,0,1
6404,1,3
6405,0,1
6406,0,1
6407,0,3
6408,1,2
6409,0,2
6410,0,2
6411,0,1
6412,0,1
6413,1,2
6414,1,3
6415,0,1
6416,1,4
6417,1,2
6418,0,2
6419,1,4
6420,0,1
6421,0,1
6422,0,2
6423,1,3
6424,1,2
6425,0,2
6426,1,2
6427,1,3
6428,0,2
6429,0,1
6430,0,1
6431,0,1
6432,0,2
6433,0,0
6434,1,3
6435,0,2
6436,0,1
6437,0,2
6438,0,1
6439,0,2
6440,0,1
6441,0,2
6442,0,2
6443,0,3
6444,0,2
6445,1,2
6446,0,2
6447,1,2
6448,0,3
6449,0,2
6450,0,1
6451,0,3
6452,0,1
6453,1,1
6454,0,1
6455,0,2
6456,1,2
6457,0,2
6458,0,1
6459,1,2
6460,0,1
6461,0,1
6462,0,1
6463,1,2
6464,1,4
6465,1,2
6466,1,3
6467,0,1
6468,0,1
6469,0,2
6470,0,0
6471,0,2
6472,0,2
6473,0,1
6474,0,1
6475,0,1
6476,1,2
6477,0,1
6478,0,1
6479,0,2
6480,0,2
6481,0,1
6482,0,1
6483,1,4
6484,1,2
6485,1,2
6486,0,1
6487,0,2
6488,0,2
6489,1,3
6490,0,2
6491,0,2
6492,0,1
6493,1,3
6494,0,1
6495,0,1
6496,0,2
6497,1,2
6498,0,2
6499,0,3
6500,0,2
6501,0,2
6502,0,1
6503,0,1
6504,0,1
6505,1,2
6506,0,2
6507,0,1
6508,0,2
6509,0,2
6510,1,3
6511,0,1
6512,0,0
6513,0,1
6514,0,2
6515,0,2
6516,0,1
6517,1,3
6518,1,3
6519,0,1
6520,0,2
6521,0,0
6522,0,2
6523,0,2
6524,0,2
6525,1,3
6526,0,1
6527,0,1
6528,0,1
6529,0,2
6530,0,0
6531,0,1
6532,0,1
6533,0,1
6534,0,2
6535,0,1
6536,0,2
6537,0,1
6538,1,3
6539,0,1
6540,0,1
6541,0,1
6542,0,1
6543,0,2
6544,1,1
6545,0,1
6546,0,1
6547,0,1
6548,0,2
6549,1,3
6550,0,2
6551,0,1
6552,0,2
6553,0,0
6554,0,2
6555,1,2
6556,0,2
6557,0,2
6558,0,2
6559,0,1
6560,0,3
6561,0,1
6562,0,1
6563,0,1
6564,0,3
6565,0,2
6566,0,0
6567,1,2
6568,1,2
6569,0,2
6570,0,2
6571,0,2
6572,0,2
6573,0,2
6574,0,1
6575,0,2
6576,0,2
6577,0,1
6578,0,2
6579,0,2
6580,0,2
6581,0,1
6582,0,1
6583,0,1
6584,0,1
6585,0,2
6586,0,2
6587,0,0
6588,1,3
6589,1,2
6590,0,1
6591,0,1
6592,0,2
6593,0,1
6594,1,3
6595,0,2
6596,0,2
6597,0,3
6598,0,0
6599,1,3
6600,1,2
6601,0,2
6602,1,2
6603,0,2
6604,0,1
6605,0,2
6606,1,2
6607,0,2
6608,0,1
6609,1,2
6610,0,1
6611,0,1
6612,0,1
6613,0,2
6614,0,2
6615,0,1
6616,1,4
6617,0,0
6618,0,2
6619,0,1
6620,0,2
6621,0,1
6622,0,2
6623,0,2
6624,0,1
6625,1,4
6626,1,3
6627,0,1
6628,1,2
6629,0,3
6630,0,1
6631,0,1
6632,0,1
6633,0,2
6634,0,1
6635,0,0
6636,0,1
6637,1,3
6638,0,1
6639,0,1
6640,0,1
6641,0,1
6642,0,3
6643,1,2
6644,0,2
6645,0,1
6646,1,2
6647,0,1
6648,0,0
6649,1,1
6650,0,1
6651,0,1
6652,0,2
6653,1,3
6654,0,1
6655,0,2
6656,1,2
6657,0,1
6658,0,1
6659,0,1
6660,0,1
6661,1,3
6662,0,2
6663,0,2
6664,0,1
6665,1,2
6666,0,0
6667,1,3
6668,0,0
6669,0,0
6670,1,2
6671,1,3
6672,0,2
6673,0,1
6674,0,2
6675,0,1
6676,0,3
6677,0,1
6678,0,2
6679,0,1
6680,0,2
6681,0,1
6682,0,1
6683,1,3
6684,1,2
6685,0,1
6686,0,3
6687,0,1
6688,0,1
6689,1,2
6690,1,3
6691,0,0
6692,0,2
6693,0,1
6694,0,1
6695,0,2
6696,0,1
6697,0,2
6698,0,1
6699,0,1
6700,0,1
6701,0,1
6702,0,1
6703,0,2
6704,1,3
6705,0,2
6706,0,1
6707,0,3
6708,0,1
6709,0,2
6710,0,1
6711,0,1
6712,0,2
6713,0,2
6714,0,3
6715,0,2
6716,0,2
6717,0,1
6718,0,2
6719,0,2
6720,0,0
6721,1,2
6722,0,2
6723,1,3
6724,0,1
6725,0,1
6726,0,1
6727,0,1
6728,1,2
6729,1,2
6730,0,1
6731,0,1
6732,0,2
6733,0,2
6734,0,1
6735,1,3
6736,0,2
6737,0,2
6738,1,2
6739,0,1
6740,0,3
6741,1,2
6742,0,3
6743,0,1
6744,0,1
6745,1,2
6746,1,3
6747,1,2
6748,1,1
6749,0,2
6750,1,4
6751,0,1
6752,0,1
6753,0,0
6754,1,2
6755,0,2
6756,0,1
6757,0,2
6758,1,3
6759,0,2
6760,1,3
6761,0,0
6762,0,1
6763,0,2
6764,0,0
6765,1,3
6766,0,0
6767,0,0
6768,1,2
6769,0,2
6770,0,1
6771,0,1
6772,0,2
6773,0,1
6774,0,1
6775,1,2
6776,1,2
6777,0,2
6778,1,3
6779,0,1
6780,1,2
6781,0,1
6782,1,4
6783,0,1
6784,0,2
6785,0,2
6786,0,1
6787,0,3
6788,0,1
6789,0,1
6790,0,1
6791,0,1
6792,1,3
6793,0,1
6794,1,2
6795,0,1
6796,0,1
6797,0,1
6798,0,1
6799,0,1
6800,1,3
6801,0,1
6802,0,2
6803,0,1
6804,1,3
6805,1,2
6806,0,2
6807,1,4
6808,0,1
6809,0,2
6810,0,1
6811,0,1
6812,0,1
6813,0,1
6814,1,4
6815,0,1
6816,0,1
6817,0,3
6818,0,2
6819,0,1
6820,1,3
6821,1,2
6822,0,1
6823,0,1
6824,1,2
6825,0,3
6826,0,1
6827,1,2
6828,1,3
6829,1,2
6830,0,2
6831,1,3
6832,0,2
6833,0,0
6834,0,1
6835,0,3
6836,0,1
6837,1,2
6838,0,1
6839,1,1
6840,0,0
6841,1,3
6842,0,1
6843,0,1
6844,0,1
6845,0,1
6846,0,1
6847,0,1
6848,1,2
6849,0,0
6850,0,1
6851,0,1
6852,0,2
6853,1,4
6854,0,1
6855,0,2
6856,1,3
6857,0,2
6858,1,3
6859,1,2
6860,1,2
6861,0,3
6862,0,1
6863,0,2
6864,0,1
6865,0,2
6866,0,2
6867,0,1
6868,0,1
6869,0,2
6870,1,2
6871,0,1
6872,1,4
6873,0,1
6874,0,1
6875,0,1
6876,0,2
6877,0,3
6878,1,3
6879,0,2
6880,0,3
6881,0,1
6882,0,1
6883,0,2
6884,0,0
6885,0,1
6886,0,2
6887,1,4
6888,0,1
6889,0,2
6890,0,2
6891,0,1
6892,0,1
6893,0,1
6894,0,1
6895,1,2
6896,0,0
6897,0,3
6898,1,2
6899,1,3
6900,0,2
6901,0,2
6902,1,2
6903,0,2
6904,0,1
6905,0,2
6906,0,2
6907,0,0
6908,0,2
6909,0,1
6910,0,2
6911,0,1
6912,0,0
6913,0,1
6914,0,2
6915,1,2
6916,0,2
6917,0,1
6918,0,1
6919,0,1
6920,0,1
6921,0,1
6922,0,0
6923,0,0
6924,0,1
6925,1,3
6926,1,2
6927,0,1
6928,0,1
6929,0,1
6930,0,1
6931,1,3
6932,0,1
6933,0,2
6934,0,1
6935,0,2
6936,0,0
6937,0,3
6938,0,2
6939,0,2
6940,0,2
6941,0,2
6942,0,1
6943,0,1
6944,0,1
6945,0,1
6946,1,3
6947,0,1
6948,0,1
6949,0,1
6950,1,1
6951,0,1
6952,1,3
6953,0,2
6954,0,1
6955,0,2
6956,0,1
6957,0,1
6958,1,2
6959,1,2
6960,0,1
6961,0,0
6962,1,3
6963,0,0
6964,0,1
6965,0,1
6966,0,2
6967,0,2
6968,0,1
6969,1,2
6970,0,1
6971,0,1
6972,0,3
6973,1,3
6974,0,1
6975,1,2
6976,0,1
6977,1,4
6978,0,1
6979,0,2
6980,0,2
6981,0,3
6982,0,2
6983,0,2
6984,0,3
6985,1,2
6986,1,2
6987,1,3
6988,0,2
6989,0,1
6990,0,1
6991,1,2
6992,0,1
6993,0,2
6994,0,2
6995,0,2
6996,0,1
6997,0,1
6998,0,1
6999,0,2
7000,0,1
7001,0,1
7002,0,1
7003,0,1
7004,0,0
7005,0,2
7006,0,0
7007,0,0
7008,0,1
7009,0,0
7010,0,0
7011,0,2
7012,0,2
7013,0,0
7014,0,1
7015,0,0
7016,0,1
7017,0,0
7018,0,1
7019,0,2
7020,0,1
7021,0,2
7022,0,1
7023,0,1
7024,0,1
7025,0,1
7026,0,2
7027,0,2
7028,0,1
7029,0,0
7030,0,2
7031,0,1
7032,0,1
7033,0,1
7034,0,2
7035,0,0
7036,0,1
7037,0,2
7038,0,1
7039,0,0
7040,0,0
7041,0,1
7042,0,1
7043,0,1
7044,0,0
7045,0,1
7046,0,0
7047,0,0
7048,0,1
7049,0,1
7050,0,2
7051,0,2
7052,0,0
7053,0,1
7054,0,1
7055,0,1
7056,0,1
7057,0,2
7058,0,2
7059,0,2
7060,0,2
7061,0,1
7062,0,1
7063,0,0
7064,0,1
7065,0,1
7066,0,0
7067,0,2
7068,0,0
7069,0,1
7070,0,1
7071,0,2
7072,0,1
7073,0,1
7074,0,0
7075,0,1
7076,0,0
7077,0,1
7078,0,1
7079,0,0
7080,0,1
7081,0,1
7082,0,0
7083,0,1
7084,0,1
7085,0,2
7086,0,1
7087,0,1
7088,0,1
7089,0,1
7090,0,1
7091,0,1
7092,0,2
7093,0,1
7094,0,0
7095,0,2
7096,0,1
7097,0,1
7098,0,1
7099,0,2
7100,0,0
7101,0,1
7102,0,2
7103,0,1
7104,0,1
7105,0,1
7106,0,1
7107,0,0
7108,0,0
7109,0,1
7110,0,1
7111,0,0
7112,0,2
7113,0,0
7114,0,1
7115,0,1
7116,0,1
7117,0,1
7118,0,1
7119,0,1
7120,0,1
7121,0,2
7122,0,0
7123,0,1
7124,0,2
7125,0,1
7126,0,0
7127,0,1
7128,0,1
7129,0,2
7130,0,1
7131,0,1
7132,0,2
7133,0,0
7134,0,1
7135,0,0
7136,0,2
7137,0,1
7138,0,0
7139,0,2
7140,0,1
7141,0,1
7142,0,1
7143,0,2
7144,0,1
7145,0,2
7146,0,1
7147,0,1
7148,0,0
7149,0,1
7150,0,1
7151,0,1
7152,0,0
7153,0,2
7154,0,0
7155,0,1
7156,0,0
7157,0,2
7158,0,1
7159,0,1
7160,0,1
7161,0,1
7162,0,2
7163,0,1
7164,0,1
7165,0,1
7166,0,1
7167,0,2
7168,0,1
7169,0,0
7170,0,1
7171,0,2
7172,0,0
7173,0,1
7174,0,1
7175,0,1
7176,0,0
7177,0,1
7178,0,0
7179,0,0
7180,0,1
7181,0,1
7182,0,0
7183,0,1
7184,0,0
7185,0,1
7186,0,2
7187,0,2
7188,0,0
7189,0,1
7190,0,1
7191,0,1
7192,0,1
7193,0,1
7194,0,1
7195,0,2
7196,0,2
7197,0,0
7198,0,0
7199,0,0
7200,0,1
7201,0,0
7202,0,0
7203,0,1
7204,0,1
7205,0,1
7206,0,1
7207,0,1
7208,0,0
7209,0,0
7210,0,1
7211,0,0
7212,0,1
7213,0,1
7214,0,1
7215,0,1
7216,0,1
7217,0,2
7218,0,0
7219,0,1
7220,0,1
7221,0,0
7222,0,1
7223,0,0
7224,0,2
7225,0,1
7226,0,2
7227,0,1
7228,0,2
7229,0,2
7230,0,1
7231,0,2
7232,0,2
7233,0,1
7234,0,2
7235,0,0
7236,0,1
7237,0,2
7238,0,0
7239,0,2
7240,0,1
7241,0,2
7242,0,1
7243,0,1
7244,0,2
7245,0,0
7246,0,1
7247,0,1
7248,0,0
7249,0,2
7250,0,0
7251,0,1
7252,0,1
7253,0,1
7254,0,0
7255,0,1
7256,0,1
7257,0,0
7258,0,0
7259,0,0
7260,0,1
7261,0,0
7262,0,2
7263,0,0
7264,0,0
7265,0,2
7266,0,0
7267,0,1
7268,0,1
7269,0,0
7270,0,0
7271,0,1
7272,0,1
7273,0,1
7274,0,1
7275,0,0
7276,0,1
7277,0,2
7278,0,1
7279,0,2
7280,0,1
7281,0,1
7282,0,1
7283,0,1
7284,0,0
7285,0,2
7286,0,2
7287,0,2
7288,0,2
7289,0,1
7290,0,2
7291,0,1
7292,0,0
7293,0,1
7294,0,0
7295,0,1
7296,0,0
7297,0,1
7298,0,2
7299,0,0
7300,0,1
7301,0,1
7302,0,1
7303,0,0
7304,0,2
7305,0,1
7306,0,1
7307,0,2
7308,0,1
7309,0,2
7310,0,1
7311,0,0
7312,0,1
7313,0,0
7314,0,1
7315,0,1
7316,0,1
7317,0,2
7318,0,0
7319,0,2
7320,0,1
7321,0,2
7322,0,1
7323,0,2
7324,0,0
7325,0,2
7326,0,0
7327,0,0
7328,0,0
7329,0,1
7330,0,0
7331,0,0
7332,0,1
7333,0,2
7334,0,2
7335,0,1
7336,0,2
7337,0,1
7338,0,0
7339,0,1
7340,0,0
7341,0,0
7342,0,1
7343,0,1
7344,0,0
7345,0,0
7346,0,2
7347,0,0
7348,0,1
7349,0,2
7350,0,2
7351,0,0
7352,0,1
7353,0,2
7354,0,2
7355,0,1
7356,0,2
7357,0,0
7358,0,2
7359,0,0
7360,0,1
7361,0,2
7362,0,1
7363,0,0
7364,0,0
7365,0,0
7366,0,1
7367,0,1
7368,0,1
7369,0,1
7370,0,1
7371,0,1
7372,0,1
7373,0,1
7374,0,1
7375,0,1
7376,0,1
7377,0,1
7378,0,2
7379,0,2
7380,0,1
7381,0,2
7382,0,0
7383,0,2
7384,0,0
7385,0,1
7386,0,1
7387,0,1
7388,0,1
7389,0,1
7390,0,1
7391,0,0
7392,0,1
7393,0,1
7394,0,2
7395,0,1
7396,0,0
7397,0,1
7398,0,2
7399,0,2
7400,0,1
7401,0,1
7402,0,2
7403,0,0
7404,0,2
7405,0,0
7406,0,0
7407,0,0
7408,0,1
7409,0,1
7410,0,2
7411,0,0
7412,0,1
7413,0,1
7414,0,2
7415,0,0
7416,0,1
7417,0,1
7418,0,1
7419,0,1
7420,0,0
7421,0,1
7422,0,1
7423,0,1
7424,0,2
7425,0,1
7426,0,1
7427,0,1
7428,0,1
7429,0,0
7430,0,1
7431,0,1
7432,0,2
7433,0,1
7434,0,2
7435,0,1
7436,0,1
7437,0,1
7438,0,0
7439,0,1
7440,0,1
7441,0,1
7442,0,1
7443,0,2
7444,0,2
7445,0,1
7446,0,2
7447,0,2
7448,0,0
7449,0,0
7450,0,0
7451,0,1
7452,0,0
7453,0,2
7454,0,2
7455,0,2
7456,0,1
7457,0,2
7458,0,1
7459,0,1
7460,0,2
7461,0,0
7462,0,1
7463,0,1
7464,0,1
7465,0,2
7466,0,0
7467,0,1
7468,0,1
7469,0,1
7470,0,0
7471,0,1
7472,0,2
7473,0,1
7474,0,2
7475,0,1
7476,0,1
7477,0,2
7478,0,1
7479,0,0
7480,0,1
7481,0,2
7482,0,1
7483,0,2
7484,0,0
7485,0,1
7486,0,1
7487,0,1
7488,0,0
7489,0,2
7490,0,0
7491,0,1
7492,0,0
7493,0,1
7494,0,1
7495,0,1
7496,0,0
7497,0,1
7498,0,1
7499,0,2
7500,0,1
7501,0,2
7502,0,0
7503,0,1
7504,0,0
7505,0,2
7506,0,2
7507,0,2
7508,0,1
7509,0,0
7510,0,1
7511,0,2
7512,0,0
7513,0,0
7514,0,1
7515,0,0
7516,0,2
7517,0,1
7518,0,0
7519,0,2
7520,0,1
7521,0,0
7522,0,1
7523,0,0
7524,0,2
7525,0,1
7526,0,1
7527,0,0
7528,0,2
7529,0,0
7530,0,1
7531,0,0
7532,0,1
7533,0,2
7534,0,1
7535,0,2
7536,0,2
7537,0,2
7538,0,1
7539,0,0
7540,0,0
7541,0,2
7542,0,0
7543,0,2
7544,0,1
7545,0,1
7546,0,2
7547,0,0
7548,0,1
7549,0,2
7550,0,1
7551,0,0
7552,0,0
7553,0,2
7554,0,2
7555,0,1
7556,0,0
7557,0,1
7558,0,0
7559,0,1
7560,0,1
7561,0,2
7562,0,0
7563,0,1
7564,0,1
7565,0,1
7566,0,2
7567,0,2
7568,0,2
7569,0,0
7570,0,1
7571,0,0
7572,0,2
7573,0,2
7574,0,2
7575,0,0
7576,0,1
7577,0,0
7578,0,1
7579,0,0
7580,0,1
7581,0,2
7582,0,1
7583,0,2
7584,0,1
7585,0,2
7586,0,1
7587,0,1
7588,0,2
7589,0,1
7590,0,0
7591,0,1
7592,0,0
7593,0,1
7594,0,1
7595,0,1
7596,0,0
7597,0,2
7598,0,1
7599,0,1
7600,0,0
7601,0,2
7602,0,0
7603,0,1
7604,0,0
7605,0,1
7606,0,1
7607,0,2
7608,0,0
7609,0,2
7610,0,1
7611,0,0
7612,0,1
7613,0,0
7614,0,1
7615,0,1
7616,0,2
7617,0,0
7618,0,1
7619,0,1
7620,0,1
7621,0,2
7622,0,2
7623,0,1
7624,0,1
7625,0,0
7626,0,2
7627,0,2
7628,0,2
7629,0,1
7630,0,1
7631,0,2
7632,0,0
7633,0,2
7634,0,2
7635,0,1
7636,0,1
7637,0,1
7638,0,1
7639,0,0
7640,0,1
7641,0,1
7642,0,0
7643,0,2
7644,0,1
7645,0,1
7646,0,1
7647,0,1
7648,0,2
7649,0,1
7650,0,1
7651,0,1
7652,0,1
7653,0,1
7654,0,0
7655,0,1
7656,0,0
7657,0,2
7658,0,1
7659,0,2
7660,0,1
7661,0,0
7662,0,2
7663,0,1
7664,0,1
7665,0,1
7666,0,1
7667,0,1
7668,0,0
7669,0,0
7670,0,1
7671,0,1
7672,0,1
7673,0,2
7674,0,2
7675,0,1
7676,0,0
7677,0,1
7678,0,0
7679,0,2
7680,0,1
7681,0,0
7682,0,2
7683,0,1
7684,0,1
7685,0,1
7686,0,2
7687,0,1
7688,0,1
7689,0,1
7690,0,1
7691,0,1
7692,0,1
7693,0,1
7694,0,2
7695,0,1
7696,0,1
7697,0,2
7698,0,2
7699,0,1
7700,0,2
7701,0,1
7702,0,0
7703,0,1
7704,0,2
7705,0,2
7706,0,0
7707,0,1
7708,0,1
7709,0,0
7710,0,2
7711,0,1
7712,0,1
7713,0,0
7714,0,1
7715,0,1
7716,0,2
7717,0,1
7718,0,1
7719,0,0
7720,0,2
7721,0,2
7722,0,2
7723,0,1
7724,0,1
7725,0,1
7726,0,1
7727,0,1
7728,0,0
7729,0,1
7730,0,1
7731,0,1
7732,0,1
7733,0,1
7734,0,1
7735,0,2
7736,0,1
7737,0,0
7738,0,1
7739,0,1
7740,0,1
7741,0,0
7742,0,1
7743,0,1
7744,0,0
7745,0,0
7746,0,1
7747,0,2
7748,0,0
7749,0,1
7750,0,2
7751,0,1
7752,0,0
7753,0,1
7754,0,0
7755,0,1
7756,0,2
7757,0,2
7758,0,0
7759,0,2
7760,0,0
7761,0,0
7762,0,2
7763,0,2
7764,0,2
7765,0,0
7766,0,1
7767,0,0
7768,0,1
7769,0,1
7770,0,1
7771,0,0
7772,0,1
7773,0,1
7774,0,1
7775,0,2
7776,0,0
7777,0,0
7778,0,1
7779,0,2
7780,0,0
7781,0,0
7782,0,1
7783,0,0
7784,0,1
7785,0,1
7786,0,1
7787,0,1
7788,0,2
7789,0,0
7790,0,2
7791,0,1
7792,0,0
7793,0,1
7794,0,2
7795,0,1
7796,0,1
7797,0,0
7798,0,1
7799,0,0
7800,0,0
7801,0,1
7802,0,1
7803,0,0
7804,0,1
7805,0,0
7806,0,1
7807,0,0
7808,0,2
7809,0,1
7810,0,2
7811,0,1
7812,0,1
7813,0,1
7814,0,2
7815,0,1
7816,0,1
7817,0,2
7818,0,1
7819,0,1
7820,0,1
7821,0,2
7822,0,0
7823,0,1
7824,0,2
7825,0,1
7826,0,1
7827,0,1
7828,0,2
7829,0,1
7830,0,1
7831,0,1
7832,0,1
7833,0,2
7834,0,1
7835,0,1
7836,0,1
7837,0,1
7838,0,1
7839,0,1
7840,0,1
7841,0,2
7842,0,1
7843,0,1
7844,0,0
7845,0,0
7846,0,2
7847,0,1
7848,0,1
7849,0,1
7850,0,0
7851,0,1
7852,0,2
7853,0,0
7854,0,1
7855,0,2
7856,0,1
7857,0,0
7858,0,1
7859,0,1
7860,0,1
7861,0,2
7862,0,1
7863,0,1
7864,0,1
7865,0,0
7866,0,2
7867,0,1
7868,0,1
7869,0,0
7870,0,2
7871,0,0
7872,0,2
7873,0,1
7874,0,2
7875,0,2
7876,0,0
7877,0,2
7878,0,1
7879,0,2
7880,0,1
7881,0,0
7882,0,1
7883,0,1
7884,0,1
7885,0,1
7886,0,1
7887,0,0
7888,0,0
7889,0,2
7890,0,1
7891,0,1
7892,0,1
7893,0,0
7894,0,0
7895,0,0
7896,0,2
7897,0,2
7898,0,0
7899,0,2
7900,0,1
7901,0,2
7902,0,1
7903,0,1
7904,0,1
7905,0,2
7906,0,1
7907,0,0
7908,0,2
7909,0,0
7910,0,2
7911,0,0
7912,0,1
7913,0,1
7914,0,1
7915,0,1
7916,0,0
7917,0,1
7918,0,0
7919,0,1
7920,0,1
7921,0,2
7922,0,2
7923,0,0
7924,0,2
7925,0,2
7926,0,0
7927,0,1
7928,0,0
7929,0,0
7930,0,2
7931,0,1
7932,0,1
7933,0,1
7934,0,2
7935,0,1
7936,0,1
7937,0,1
7938,0,2
7939,0,0
7940,0,0
7941,0,1
7942,0,2
7943,0,2
7944,0,1
7945,0,1
7946,0,1
7947,0,1
7948,0,0
7949,0,1
7950,0,2
7951,0,0
7952,0,1
7953,0,2
7954,0,1
7955,0,1
7956,0,1
7957,0,2
7958,0,0
7959,0,1
7960,0,1
7961,0,2
7962,0,1
7963,0,0
7964,0,2
7965,0,2
7966,0,1
7967,0,1
7968,0,1
7969,0,1
7970,0,1
7971,0,1
7972,0,2
7973,0,1
7974,0,1
7975,0,1
7976,0,0
7977,0,1
7978,0,1
7979,0,1
7980,0,1
7981,0,2
7982,0,1
7983,0,1
7984,0,1
7985,0,1
7986,0,1
7987,0,0
7988,0,0
7989,0,0
7990,0,2
7991,0,1
7992,0,2
7993,0,1
7994,0,2
7995,0,1
7996,0,0
7997,0,1
7998,0,1
7999,0,2
8000,0,2
8001,1,1
8002,1,3
8003,2,2
8004,1,1
8005,2,2
8006,0,1
8007,2,2
8008,1,1
8009,1,1
8010,2,3
8011,1,1
8012,0,2
8013,1,2
8014,0,2
8015,1,2
8016,1,1
8017,0,0
8018,0,0
8019,0,0
8020,2,3
8021,2,2
8022,2,2
8023,1,2
8024,1,2
8025,1,1
8026,0,2
8027,1,2
8028,0,0
8029,0,1
8030,2,2
8031,1,2
8032,1,2
8033,2,3
8034,0,2
8035,2,3
8036,1,3
8037,1,3
8038,0,1
8039,0,0
8040,0,0
8041,1,2
8042,1,2
8043,0,1
8044,1,2
8045,0,0
8046,1,2
8047,2,3
8048,1,3
8049,2,3
8050,1,2
8051,0,1
8052,1,1
8053,2,2
8054,2,2
8055,2,2
8056,0,1
8057,1,2
8058,1,3
8059,0,1
8060,1,2
8061,0,2
8062,1,2
8063,1,1
8064,0,1
8065,1,1
8066,2,3
8067,1,3
8068,0,0
8069,1,1
8070,0,1
8071,1,2
8072,0,2
8073,1,3
8074,0,1
8075,0,0
8076,1,2
8077,0,0
8078,2,3
8079,0,0
8080,1,2
8081,2,2
8082,2,2
8083,1,1
8084,1,2
8085,0,2
8086,0,0
8087,1,2
8088,1,2
8089,1,2
8090,1,2
8091,1,2
8092,0,0
8093,0,1
8094,0,0
8095,1,1
8096,0,0
8097,1,1
8098,0,2
8099,2,3
8100,2,2
8101,2,2
8102,2,3
8103,0,1
8104,2,3
8105,0,1
8106,1,3
8107,1,1
8108,1,3
8109,0,1
8110,2,3
8111,1,2
8112,1,2
8113,1,1
8114,2,3
8115,0,1
8116,0,0
8117,1,1
8118,1,1
8119,0,1
8120,1,2
8121,0,1
8122,2,2
8123,0,1
8124,1,3
8125,1,3
8126,1,1
8127,2,2
8128,2,2
8129,1,2
8130,1,1
8131,0,2
